"date";"type";"type_display";"details";"amount"
06/12/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec viverra libero nec consectetur vehicula";981,47 €
01/10/2018;"CHEQUE";"CHEQUE";"Fusce vestibulum purus id congue feugiat";-1 076,09 €
16/10/2019;"CHEQUE";"CHEQUE";"Curabitur commodo erat id dolor molestie pharetra";-3 848,50 €
26/02/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi tempor augue vel mi blandit molestie";-1 187,34 €
07/06/2017;"INTERETS";"INTERETS";"Cras pretium erat quis vehicula iaculis";2 696,92 €
09/02/2018;"INTERETS";"INTERETS";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";-439,45 €
20/01/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec efficitur libero ut mauris congue at sodales urna sodales";3 670,09 €
07/04/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";686,00 €
28/12/2019;"PAIEMENTCB";"PAIEMENTCB";"Fusce varius risus nec mattis suscipit";-1 472,70 €
10/03/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-3 256,84 €
04/03/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Integer ut nisi ornare euismod sapien ac blandit mi";1 012,82 €
04/10/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur elementum sapien id consequat sodales";4 476,55 €
03/02/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Nam condimentum lorem non augue suscipit condimentum sodales erat tristique";-372,41 €
09/10/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Etiam nec velit quis nulla sagittis fermentum";-1 994,45 €
06/10/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";1 487,77 €
24/01/2017;"INTERETS";"INTERETS";"Donec efficitur libero ut mauris congue at sodales urna sodales";-4 862,55 €
05/06/2017;"PAIEMENTCB";"PAIEMENTCB";"Curabitur elementum sapien id consequat sodales";338,42 €
22/06/2019;"INTERETS";"INTERETS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-4 414,18 €
28/09/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer ullamcorper sapien eu luctus malesuada";-3 033,62 €
21/12/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur elementum sapien id consequat sodales";-3 791,29 €
16/12/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur commodo erat id dolor molestie pharetra";-3 375,90 €
11/12/2018;"CHEQUE";"CHEQUE";"Integer ullamcorper sapien eu luctus malesuada";861,57 €
18/11/2017;"INTERETS";"INTERETS";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-2 661,93 €
26/05/2018;"COMMISSIONS";"COMMISSIONS";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";4 388,99 €
17/12/2018;"COMMISSIONS";"COMMISSIONS";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";2 791,26 €
23/09/2018;"CHEQUE";"CHEQUE";"Fusce varius risus nec mattis suscipit";3 777,55 €
04/06/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";2 999,58 €
07/11/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec viverra libero nec consectetur vehicula";-626,00 €
18/10/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Donec efficitur libero ut mauris congue at sodales urna sodales";2 166,71 €
19/10/2017;"CHEQUE";"CHEQUE";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-2 484,37 €
18/06/2017;"INTERETS";"INTERETS";"In vehicula eros in neque finibus vel cursus turpis finibus";-4 056,32 €
16/10/2017;"INTERETS";"INTERETS";"Fusce vestibulum purus id congue feugiat";675,46 €
24/11/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi at est tristique tempor lectus nec pulvinar ex";-201,46 €
08/06/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Etiam nec velit quis nulla sagittis fermentum";-2 705,73 €
20/10/2017;"INTERETS";"INTERETS";"Fusce vestibulum purus id congue feugiat";2 646,75 €
25/12/2018;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";4 028,23 €
17/05/2019;"COMMISSIONS";"COMMISSIONS";"In vehicula eros in neque finibus vel cursus turpis finibus";3 811,88 €
05/03/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras pretium erat quis vehicula iaculis";-2 936,97 €
07/03/2019;"INTERETS";"INTERETS";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";-4 905,02 €
09/05/2018;"COMMISSIONS";"COMMISSIONS";"Donec quis dolor tempor metus suscipit volutpat";-2 718,55 €
24/06/2017;"INTERETS";"INTERETS";"Integer ut nisi ornare euismod sapien ac blandit mi";-2 631,86 €
08/06/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Donec efficitur libero ut mauris congue at sodales urna sodales";-720,16 €
20/03/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-1 106,86 €
06/02/2017;"COMMISSIONS";"COMMISSIONS";"In vehicula eros in neque finibus vel cursus turpis finibus";-4 967,04 €
10/11/2019;"INTERETS";"INTERETS";"Integer ullamcorper sapien eu luctus malesuada";294,96 €
25/11/2017;"COMMISSIONS";"COMMISSIONS";"Integer ullamcorper sapien eu luctus malesuada";-616,44 €
24/09/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Curabitur commodo erat id dolor molestie pharetra";-1 858,79 €
11/11/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce varius risus nec mattis suscipit";4 113,91 €
14/09/2018;"INTERETS";"INTERETS";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";2 625,30 €
01/09/2019;"COMMISSIONS";"COMMISSIONS";"In vehicula eros in neque finibus vel cursus turpis finibus";-2 624,93 €
04/03/2019;"INTERETS";"INTERETS";"Curabitur in ex ut dui tempus finibus";2 779,19 €
02/04/2019;"CHEQUE";"CHEQUE";"Lorem ipsum dolor sit amet consectetur adipiscing elit";217,05 €
12/04/2018;"COMMISSIONS";"COMMISSIONS";"Morbi tempor augue vel mi blandit molestie";172,00 €
03/01/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-3 742,79 €
13/07/2019;"COMMISSIONS";"COMMISSIONS";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";2 112,56 €
18/04/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";4 891,58 €
21/05/2018;"COMMISSIONS";"COMMISSIONS";"Donec viverra libero nec consectetur vehicula";-3 553,41 €
10/01/2017;"PAIEMENTCB";"PAIEMENTCB";"Lorem ipsum dolor sit amet consectetur adipiscing elit";4 069,08 €
07/01/2018;"PAIEMENTCB";"PAIEMENTCB";"Cras pellentesque neque sed dui tincidunt ultricies";3 754,00 €
19/04/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";2 668,17 €
06/12/2017;"CHEQUE";"CHEQUE";"Integer ullamcorper sapien eu luctus malesuada";-1 997,41 €
25/05/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";737,24 €
17/08/2017;"COMMISSIONS";"COMMISSIONS";"Donec nec diam viverra ultrices dui eget cursus est";-783,12 €
20/05/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi tempor augue vel mi blandit molestie";950,53 €
20/04/2017;"INTERETS";"INTERETS";"Donec nec diam viverra ultrices dui eget cursus est";3 418,62 €
15/07/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Etiam nec velit quis nulla sagittis fermentum";-1 538,80 €
06/02/2017;"CHEQUE";"CHEQUE";"Maecenas pharetra justo et tellus faucibus interdum dignissim ante tincidunt";-2 577,72 €
15/05/2017;"CHEQUE";"CHEQUE";"Cras condimentum libero eu dolor auctor quis malesuada nisi interdum";-1 410,04 €
28/11/2017;"PAIEMENTCB";"PAIEMENTCB";"Etiam nec velit quis nulla sagittis fermentum";960,11 €
25/01/2019;"ECHEANCEPRET";"ECHEANCEPRET";"Donec quis dolor tempor metus suscipit volutpat";3 046,80 €
13/09/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Integer finibus elit quis erat fermentum ac consectetur odio elementum";1 721,92 €
24/10/2019;"COMMISSIONS";"COMMISSIONS";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";2 580,89 €
21/04/2017;"PAIEMENTCB";"PAIEMENTCB";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";4 012,44 €
21/10/2019;"COMMISSIONS";"COMMISSIONS";"Donec efficitur libero ut mauris congue at sodales urna sodales";-420,57 €
13/09/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Curabitur elementum sapien id consequat sodales";-4 697,38 €
05/07/2017;"PAIEMENTCB";"PAIEMENTCB";"Nam efficitur sem in sapien lacinia eget fringilla turpis fringilla";-3 770,16 €
26/03/2017;"CHEQUE";"CHEQUE";"Donec nec diam viverra ultrices dui eget cursus est";3 516,40 €
19/11/2018;"CHEQUE";"CHEQUE";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-1 716,27 €
05/06/2017;"PAIEMENTCB";"PAIEMENTCB";"Cras eget nisi id nibh placerat consectetur";3 554,29 €
16/11/2019;"PAIEMENTCB";"PAIEMENTCB";"Morbi tempor augue vel mi blandit molestie";-2 420,30 €
23/04/2018;"ECHEANCEPRET";"ECHEANCEPRET";"Morbi tempor augue vel mi blandit molestie";-838,42 €
21/02/2018;"CHEQUE";"CHEQUE";"Donec nec diam viverra ultrices dui eget cursus est";4 969,09 €
17/12/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras pretium erat quis vehicula iaculis";-3 981,89 €
03/08/2019;"INTERETS";"INTERETS";"Morbi nec tortor fermentum posuere mauris non aliquet neque";81,13 €
06/07/2019;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Donec nec diam viverra ultrices dui eget cursus est";-1 063,68 €
10/10/2017;"CHEQUE";"CHEQUE";"Curabitur elementum sapien id consequat sodales";-1 115,03 €
03/05/2017;"INTERETS";"INTERETS";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";-3 660,68 €
03/05/2018;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Etiam nec velit quis nulla sagittis fermentum";-3 609,25 €
07/11/2017;"ECHEANCEPRET";"ECHEANCEPRET";"Integer porta ipsum a lorem viverra eu volutpat metus volutpat";-3 309,64 €
07/06/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Fusce iaculis nibh condimentum aliquet elit ac varius enim";-4 588,90 €
18/05/2018;"COMMISSIONS";"COMMISSIONS";"Cras pretium erat quis vehicula iaculis";-4 706,00 €
09/09/2019;"CHEQUE";"CHEQUE";"Morbi porttitor velit et dui ultrices vitae faucibus magna iaculis";-1 689,07 €
21/07/2018;"COMMISSIONS";"COMMISSIONS";"Curabitur commodo erat id dolor molestie pharetra";-3 494,11 €
28/05/2018;"INTERETS";"INTERETS";"Cras pretium erat quis vehicula iaculis";-153,86 €
13/03/2018;"PAIEMENTCB";"PAIEMENTCB";"Lorem ipsum dolor sit amet consectetur adipiscing elit";-2 944,93 €
24/03/2017;"OPERATIONSDIVERSES";"OPERATIONSDIVERSES";"Cras pellentesque neque sed dui tincidunt ultricies";2 386,12 €
06/04/2018;"INTERETS";"INTERETS";"Curabitur commodo erat id dolor molestie pharetra";-35,54 €
